Stage,External_Iteration,Internal_Iteration,Class_Count,Node_Count,Rule_Name,Applications
3,2,3,159,315,pushdown-join-condition-left,4
3,2,3,159,315,pushdown-join-condition-left-1,1
3,2,3,159,315,pushdown-join-condition-right,5
3,2,3,159,315,pushdown-join-condition-right-1,1
3,2,3,159,315,identical-proj,9
3,2,3,159,315,pushdown-proj-proj,1
3,2,3,159,315,pushdown-proj-filter,12
3,2,3,159,315,pushdown-proj-join,12
3,2,4,224,579,and-comm,12
3,2,4,224,579,and-assoc,14
3,2,4,224,579,filter-true,11
3,2,4,224,579,filter-merge,4
3,2,4,224,579,filter-split,29
3,2,4,224,579,inner-join-right-rotate,20
3,2,4,224,579,inner-join-right-rotate-1,109
3,2,4,224,579,inner-join-swap,41
3,2,4,224,579,inner-hash-join-swap,5
3,2,4,224,579,hash-join-on-one-eq,8
3,2,4,224,579,hash-join-on-two-eq,11
3,2,4,224,579,hash-join-on-three-eq,2
3,2,4,224,579,hash-join-on-one-eq-1,29
3,2,4,224,579,hash-join-on-one-eq-rev,8
3,2,4,224,579,pushdown-filter-proj,39
3,2,4,224,579,pushdown-filter-inner-join,4
3,2,4,224,579,pushdown-join-condition-left,3
3,2,4,224,579,pushdown-join-condition-left-1,2
3,2,4,224,579,pushdown-join-condition-right,14
3,2,4,224,579,identical-proj,7
3,2,4,224,579,pushdown-proj-filter,25
3,2,4,224,579,pushdown-proj-join,17
3,2,5,517,1335,and-true,2
3,2,5,517,1335,and-comm,31
3,2,5,517,1335,and-assoc,53
3,2,5,517,1335,filter-true,34
3,2,5,517,1335,filter-merge,6
3,2,5,517,1335,filter-split,69
3,2,5,517,1335,inner-join-right-rotate,119
3,2,5,517,1335,inner-join-swap,165
3,2,5,517,1335,inner-hash-join-swap,23
3,2,5,517,1335,hash-join-on-one-eq,19
3,2,5,517,1335,hash-join-on-two-eq,41
3,2,5,517,1335,hash-join-on-one-eq-1,105
3,2,5,517,1335,hash-join-on-one-eq-rev,18
3,2,5,517,1335,pushdown-filter-proj,146
3,2,5,517,1335,pushdown-filter-inner-join,17
3,2,5,517,1335,pushdown-join-condition-left,17
3,2,5,517,1335,pushdown-join-condition-left-1,7
3,2,5,517,1335,pushdown-join-condition-right,87
3,2,5,517,1335,pushdown-join-condition-right-1,25
3,2,5,517,1335,identical-proj,8
3,2,5,517,1335,pushdown-proj-proj,18
3,2,5,517,1335,pushdown-proj-filter,80
3,2,5,517,1335,pushdown-proj-join,119
3,2,6,1100,3237,and-comm,65
3,2,6,1100,3237,and-assoc,79
3,2,6,1100,3237,filter-true,127
3,2,6,1100,3237,filter-merge,24
3,2,6,1100,3237,filter-split,330
3,2,6,1100,3237,inner-join-right-rotate,228
3,2,6,1100,3237,inner-hash-join-swap,112
3,2,6,1100,3237,hash-join-on-one-eq,63
3,2,6,1100,3237,hash-join-on-one-eq-rev,78
3,2,6,1100,3237,hash-join-on-three-eq-rev,2
3,2,6,1100,3237,pushdown-filter-proj,359
3,2,6,1100,3237,pushdown-filter-inner-join,133
3,2,6,1100,3237,pushdown-join-condition-right-1,20
3,2,6,1100,3237,identical-proj,50
3,2,6,1100,3237,pushdown-proj-filter,377
3,2,7,1665,6089,and-comm,84
3,2,7,1665,6089,filter-true,253
3,2,7,1665,6089,inner-join-right-rotate,229
3,2,7,1665,6089,inner-hash-join-swap,221
3,2,7,1665,6089,hash-join-on-one-eq,33
3,2,7,1665,6089,hash-join-on-two-eq-rev,20
